mode,axis,direction,strength,effect,ci_low,ci_high,n,intervention,control_scale,direction_sd,alpha_absolute,standardized_shift,max_relative_norm_drift
steering,competence,random_011,0.0,0.0,0.0,0.0,8,norm_preserving,sd_matched,0.2066120434389562,0.0,0.0,0.0
steering,competence,random_011,0.05,0.015625,-0.046875,0.09375,8,additive,sd_matched,0.2066120434389562,0.1779407489720259,0.8612312525944245,8.114265801850706e-05
steering,competence,random_011,0.05,0.015625,-0.046875,0.09375,8,norm_preserving,sd_matched,0.2066120434389562,0.1779407489720259,0.8612312525944245,8.114265801850706e-05
steering,competence,random_011,0.1,0.015625,-0.03125,0.0625,8,additive,sd_matched,0.2066120434389562,0.3558814979440518,1.722462505188849,0.00016941354260779917
steering,competence,random_011,0.1,0.015625,-0.03125,0.0625,8,norm_preserving,sd_matched,0.2066120434389562,0.3558814979440518,1.722462505188849,0.00016941354260779917
steering,competence,random_012,-0.1,0.015625,-0.078125,0.09375,8,additive,sd_matched,0.20387382250518607,-0.35116501505470954,-1.722462505188849,0.00011350041313562542
steering,competence,random_012,-0.1,0.015625,-0.078125,0.09375,8,norm_preserving,sd_matched,0.20387382250518607,-0.35116501505470954,-1.722462505188849,0.00011350041313562542
steering,competence,random_012,-0.05,0.0,-0.046875,0.046875,8,additive,sd_matched,0.20387382250518607,-0.17558250752735477,-0.8612312525944245,4.5655597205040976e-05
steering,competence,random_012,-0.05,0.0,-0.046875,0.046875,8,norm_preserving,sd_matched,0.20387382250518607,-0.17558250752735477,-0.8612312525944245,4.5655597205040976e-05
steering,competence,random_012,0.0,0.0,0.0,0.0,8,additive,sd_matched,0.20387382250518607,0.0,0.0,0.0
steering,competence,random_012,0.0,0.0,0.0,0.0,8,norm_preserving,sd_matched,0.20387382250518607,0.0,0.0,0.0
steering,competence,random_012,0.05,0.015625,-0.03125,0.0625,8,additive,sd_matched,0.20387382250518607,0.17558250752735477,0.8612312525944245,4.947376874042675e-05
steering,competence,random_012,0.05,0.015625,-0.03125,0.0625,8,norm_preserving,sd_matched,0.20387382250518607,0.17558250752735477,0.8612312525944245,4.947376874042675e-05
steering,competence,random_012,0.1,0.015625,-0.078125,0.09375,8,additive,sd_matched,0.20387382250518607,0.35116501505470954,1.722462505188849,0.00010840740287676454
steering,competence,random_012,0.1,0.015625,-0.078125,0.09375,8,norm_preserving,sd_matched,0.20387382250518607,0.35116501505470954,1.722462505188849,0.00010840740287676454
steering,competence,random_013,-0.1,0.03125,0.0,0.0625,8,additive,sd_matched,0.20432933999760092,-0.35194962685585174,-1.722462505188849,0.00013148113794159144
steering,competence,random_013,-0.1,0.03125,0.0,0.0625,8,norm_preserving,sd_matched,0.20432933999760092,-0.35194962685585174,-1.722462505188849,0.00013148113794159144
steering,competence,random_013,-0.05,0.03125,-0.03125,0.09375,8,additive,sd_matched,0.20432933999760092,-0.17597481342792587,-0.8612312525944245,5.149516073288396e-05
steering,competence,random_013,-0.05,0.03125,-0.03125,0.09375,8,norm_preserving,sd_matched,0.20432933999760092,-0.17597481342792587,-0.8612312525944245,5.149516073288396e-05
steering,competence,random_013,0.0,0.0,0.0,0.0,8,additive,sd_matched,0.20432933999760092,0.0,0.0,0.0
steering,competence,random_013,0.0,0.0,0.0,0.0,8,norm_preserving,sd_matched,0.20432933999760092,0.0,0.0,0.0
steering,competence,random_013,0.05,0.03125,-0.03125,0.0625,8,additive,sd_matched,0.20432933999760092,0.17597481342792587,0.8612312525944245,5.23198141308967e-05
steering,competence,random_013,0.05,0.03125,-0.03125,0.0625,8,norm_preserving,sd_matched,0.20432933999760092,0.17597481342792587,0.8612312525944245,5.23198141308967e-05
steering,competence,random_013,0.1,0.046875,0.0,0.09375,8,additive,sd_matched,0.20432933999760092,0.35194962685585174,1.722462505188849,0.00012469185458030552
steering,competence,random_013,0.1,0.046875,0.0,0.09375,8,norm_preserving,sd_matched,0.20432933999760092,0.35194962685585174,1.722462505188849,0.00012469185458030552
steering,competence,random_014,-0.1,-0.046875,-0.0625,-0.015625,8,additive,sd_matched,0.1954471008305535,-0.33665030292849274,-1.722462505188849,9.47252192418091e-05
steering,competence,random_014,-0.1,-0.046875,-0.0625,-0.015625,8,norm_preserving,sd_matched,0.1954471008305535,-0.33665030292849274,-1.722462505188849,9.47252192418091e-05
steering,competence,random_014,-0.05,0.015625,-0.046875,0.09375,8,additive,sd_matched,0.1954471008305535,-0.16832515146424637,-0.8612312525944245,4.777236608788371e-05
steering,competence,random_014,-0.05,0.015625,-0.046875,0.09375,8,norm_preserving,sd_matched,0.1954471008305535,-0.16832515146424637,-0.8612312525944245,4.777236608788371e-05
steering,competence,random_014,0.0,0.0,0.0,0.0,8,additive,sd_matched,0.1954471008305535,0.0,0.0,0.0
steering,competence,random_014,0.0,0.0,0.0,0.0,8,norm_preserving,sd_matched,0.1954471008305535,0.0,0.0,0.0
steering,competence,random_014,0.05,0.03125,-0.03125,0.09375,8,additive,sd_matched,0.1954471008305535,0.16832515146424637,0.8612312525944245,4.6568020479753613e-05
steering,competence,random_014,0.05,0.03125,-0.03125,0.09375,8,norm_preserving,sd_matched,0.1954471008305535,0.16832515146424637,0.8612312525944245,4.6568020479753613e-05
steering,competence,random_014,0.1,0.046875,-0.03125,0.125,8,additive,sd_matched,0.1954471008305535,0.33665030292849274,1.722462505188849,9.86235318123363e-05
steering,competence,random_014,0.1,0.046875,-0.03125,0.125,8,norm_preserving,sd_matched,0.1954471008305535,0.33665030292849274,1.722462505188849,9.86235318123363e-05
steering,competence,random_015,-0.1,0.03125,0.0,0.09375,8,additive,sd_matched,0.21514531234680181,-0.3705797336845097,-1.7224625051888491,0.00012649953714571893
steering,competence,random_015,-0.1,0.03125,0.0,0.09375,8,norm_preserving,sd_matched,0.21514531234680181,-0.3705797336845097,-1.7224625051888491,0.00012649953714571893
steering,competence,random_015,-0.05,0.0,-0.046875,0.046875,8,additive,sd_matched,0.21514531234680181,-0.18528986684225485,-0.8612312525944246,5.8083973272005096e-05
steering,competence,random_015,-0.05,0.0,-0.046875,0.046875,8,norm_preserving,sd_matched,0.21514531234680181,-0.18528986684225485,-0.8612312525944246,5.8083973272005096e-05
steering,competence,random_015,0.0,0.0,0.0,0.0,8,additive,sd_matched,0.21514531234680181,0.0,0.0,0.0
steering,competence,random_015,0.0,0.0,0.0,0.0,8,norm_preserving,sd_matched,0.21514531234680181,0.0,0.0,0.0
steering,competence,random_015,0.05,-0.015625,-0.0625,0.03125,8,additive,sd_matched,0.21514531234680181,0.18528986684225485,0.8612312525944246,5.472894190461375e-05
steering,competence,random_015,0.05,-0.015625,-0.0625,0.03125,8,norm_preserving,sd_matched,0.21514531234680181,0.18528986684225485,0.8612312525944246,5.472894190461375e-05
steering,competence,random_015,0.1,0.0,-0.046875,0.046875,8,additive,sd_matched,0.21514531234680181,0.3705797336845097,1.7224625051888491,0.00010438504250487313
steering,competence,random_015,0.1,0.0,-0.046875,0.046875,8,norm_preserving,sd_matched,0.21514531234680181,0.3705797336845097,1.7224625051888491,0.00010438504250487313
steering,competence,random_016,-0.1,0.0,-0.046875,0.046875,8,additive,sd_matched,0.21811799454645342,-0.3757000673132519,-1.7224625051888491,0.00017121141718234867
steering,competence,random_016,-0.1,0.0,-0.046875,0.046875,8,norm_preserving,sd_matched,0.21811799454645342,-0.3757000673132519,-1.7224625051888491,0.00017121141718234867
steering,competence,random_016,-0.05,0.015625,0.0,0.046875,8,additive,sd_matched,0.21811799454645342,-0.18785003365662595,-0.8612312525944246,5.3775158448843285e-05
steering,competence,random_016,-0.05,0.015625,0.0,0.046875,8,norm_preserving,sd_matched,0.21811799454645342,-0.18785003365662595,-0.8612312525944246,5.3775158448843285e-05
steering,competence,random_016,0.0,0.0,0.0,0.0,8,additive,sd_matched,0.21811799454645342,0.0,0.0,0.0
steering,competence,random_016,0.0,0.0,0.0,0.0,8,norm_preserving,sd_matched,0.21811799454645342,0.0,0.0,0.0
steering,competence,random_016,0.05,0.0,-0.0625,0.0625,8,additive,sd_matched,0.21811799454645342,0.18785003365662595,0.8612312525944246,5.6435412261635065e-05
steering,competence,random_016,0.05,0.0,-0.0625,0.0625,8,norm_preserving,sd_matched,0.21811799454645342,0.18785003365662595,0.8612312525944246,5.6435412261635065e-05
